employee_id,fullname,years_of_service_months,rating,is_high_performer,performance_group,grade_name,education_name,major_name,position_name,department_name,directorate_name,iq,pauli,gtq,tiki,mbti,disc,GDR,CEX,IDS,QDD,STO,SEA,VCU,LIE,FTC,CSI,Papi_N,Papi_G,Papi_A,Papi_L,Papi_P,Papi_I,Papi_T,Papi_V,Papi_X,Papi_S,Papi_B,Papi_O,Papi_R,Papi_D,Papi_C,Papi_Z,Papi_E,Papi_K,Papi_F,Papi_W
EMP101641,Wahyu Herlambang,46,3,0,Others,III,S2,Statistics,Supply Planner,Marketing,HR & Corp Affairs,null,59,null,8,INTP,CD,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,6,5,4,1,9,3,null,7,8,3,8,6,2,8,3,9,7,4,2,6
EMP101642,Rani Iqbal Tamba,28,4,0,Others,III,D3,Statistics,HRBP,IT,HR & Corp Affairs,86,47,32,1,,SD,5.0,4.0,,4.0,3.0,5.0,5.0,5.0,3.0,4.0,7,9,7,1,4,7,5,5,3,8,7,6,2,9,1,4,3,9,7,6
EMP101643,Nurlita Santoso,42,4,0,Others,III,S1,Business,Supply Planner,Marketing,Technology,null,34,null,9,ISFJ,DI,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,null,8,5,6,1,2,null,1,1,1,3,6,5,7,1,9,6,3,9,3
EMP101644,Hadi Purnama,33,3,0,Others,V,S1,Statistics,Data Analyst,R&D,Commercial,107,73,25,1,INFJ,CS,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3,9,2,1,9,5,7,1,1,2,6,5,7,6,6,7,4,4,null,2
EMP101645,Bella Tri Wibowo,57,4,0,Others,V,D3,Psychology,Finance Officer,HR,HR & Corp Affairs,90,63,13,8,ESTJ,CS,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5,1,4,2,4,2,4,9,1,9,null,4,8,5,3,2,7,8,5,5
EMP101646,Rizki Utama Permadi,53,2,0,Others,V,S1,Statistics,Supply Planner,R&D,Technology,91,34,24,2,ISTJ,SD,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,null,6,3,1,7,1,7,5,5,2,3,8,2,8,8,null,9,8,2,6
EMP101647,Nugroho Erlangga Wijaya,38,3,0,Others,V,D3,Statistics,Brand Executive,Finance,HR & Corp Affairs,120,66,26,7,INTP,SI,,3.0,,3.0,,3.0,4.0,3.0,2.0,3.0,6,8,7,6,1,5,3,2,4,3,2,9,1,7,5,2,6,2,2,1
EMP101648,Wulan Nabila Pratama,51,4,0,Others,V,S2,Engineering,HRBP,IT,HR & Corp Affairs,117,42,14,4,INFJ,DI,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8,7,9,3,9,1,5,5,1,4,8,1,9,6,3,1,8,7,null,4
EMP101649,Eko Ginting,42,1,0,Others,V,SMA,Engineering,Data Analyst,Marketing,Technology,null,85,null,2,INTP,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5,9,5,3,6,5,8,3,8,1,5,4,9,3,1,6,6,4,9,6
EMP101650,Adit Wibowo,51,4,0,Others,IV,S1,Economics,Data Analyst,Marketing,Technology,null,20,null,2,INFP,DC,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2,9,2,8,3,3,7,8,3,7,2,null,5,3,8,4,null,9,5,9
EMP101651,Hana Siregar,20,4,0,Others,IV,S1,Engineering,Supply Planner,Marketing,Commercial,null,98,null,2,INFP,CD,3.0,4.0,5.0,,4.0,3.0,3.0,4.0,5.0,4.0,5,2,2,2,null,9,2,4,5,6,9,4,4,null,8,4,1,5,6,6
EMP101652,Ayu Fauziah,31,3,0,Others,III,D3,Psychology,Brand Executive,Finance,Commercial,114,65,19,7,INFP,DI,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,5,4,2,8,4,6,5,8,7,6,5,7,null,3,null,5,9,5,8,9
EMP101653,Kurnia Lestari Mahendra,11,2,0,Others,IV,S1,Engineering,Data Analyst,Marketing,HR & Corp Affairs,null,43,null,8,INFP,DC,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9,8,5,null,8,9,7,3,2,5,9,9,3,5,7,3,5,4,7,1
EMP101654,Bayu Pramudita Nugroho,34,3,0,Others,V,S1,Engineering,Data Analyst,HR,HR & Corp Affairs,null,79,40,3,ISTJ,CI,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,9,5,1,8,2,7,2,5,7,1,8,3,5,5,1,null,4,1,2,6
EMP101655,Dimas Zulfikar,29,4,0,Others,IV,SMA,Statistics,Sales Supervisor,R&D,Commercial,null,79,32,4,ENFP,SI,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,4,null,8,2,2,5,6,6,5,8,6,7,6,6,1,8,8,6,2
EMP101656,Vania Erlangga Ridwan,63,4,0,Others,V,SMA,Economics,Sales Supervisor,R&D,HR & Corp Affairs,106,99,24,1,,IS,4.0,4.0,5.0,4.0,5.0,4.0,5.0,,4.0,4.0,9,6,3,9,9,5,null,6,7,9,3,7,7,8,9,3,2,2,7,9
EMP101657,Teguh Syahputra,7,2,0,Others,IV,D3,Psychology,Supply Planner,IT,HR & Corp Affairs,124,93,20,3,,DC,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,3,6,null,null,9,8,9,6,8,null,8,2,4,null,6,7,6,4,1,5
EMP101658,Yoga Halim Wijaya,91,1,0,Others,V,S1,Statistics,Supply Planner,Marketing,Commercial,null,95,null,3,INFJ,CS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,6,4,5,2,4,7,1,null,3,7,7,9,4,3,4,1,4,2,8
EMP101659,Iman Putra,84,3,0,Others,IV,S1,Statistics,Supply Planner,HR,HR & Corp Affairs,82,57,17,1,ISTP,IC,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,9,3,null,4,6,2,3,1,3,2,5,5,null,7,6,6,4,null,2,6
EMP101660,Rizka Yulianto,64,2,0,Others,IV,S1,Business,HRBP,Operations,HR & Corp Affairs,129,76,27,3,INTJ,DC,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5,7,2,2,2,7,2,6,9,4,7,9,6,2,null,6,6,8,4,2
EMP101661,Adit Yulianto,20,4,0,Others,V,S1,Design,Finance Officer,Operations,Commercial,80,21,26,7,ISTJ,IS,,4.0,5.0,,4.0,5.0,4.0,4.0,3.0,,4,5,5,7,1,null,8,5,6,3,2,null,8,6,7,null,1,3,5,3
EMP101662,Oktavia Rachman Wibowo,49,2,0,Others,III,S1,Economics,Supply Planner,IT,Commercial,124,58,19,9,ESTJ,CI,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,9,6,9,null,null,1,9,7,9,7,9,3,1,4,8,5,2,9,4,6
EMP101663,Ahmad Lukman,44,3,0,Others,IV,S1,Engineering,Supply Planner,Marketing,HR & Corp Affairs,null,87,null,8,ENTJ,DS,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,,7,4,2,3,2,null,7,7,4,null,3,7,4,3,6,8,6,6,2,6
EMP101664,Oka Dharma Pamungkas,54,3,0,Others,IV,S1,Design,Supply Planner,Finance,HR & Corp Affairs,91,54,32,1,INFJ,CD,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,9,null,5,1,4,2,6,3,5,9,8,5,null,9,8,2,2,2,4,3
EMP101665,Satya Salsabila,48,4,0,Others,III,D3,Design,HRBP,Finance,Commercial,96,27,23,6,INFP,DI,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5,8,2,3,7,4,6,9,7,null,2,4,9,4,9,9,4,8,2,7
EMP101666,Zahra Ganesha Hidayat,63,2,0,Others,IV,SMA,Economics,HRBP,R&D,Technology,128,63,25,3,INTJ,,2.0,2.0,,2.0,1.0,1.0,2.0,3.0,2.0,3.0,9,5,null,4,5,8,9,7,3,9,null,4,4,4,5,5,9,1,1,1
EMP101667,Dinda Qolbi Siregar,5,2,0,Others,IV,D3,Economics,Brand Executive,Marketing,HR & Corp Affairs,null,26,null,3,,IS,2.0,1.0,2.0,2.0,3.0,2.0,3.0,,1.0,1.0,3,3,6,8,5,8,6,4,9,3,3,5,2,4,1,3,2,6,3,4
EMP101668,Hana Situmorang,62,2,0,Others,IV,S1,Psychology,Sales Supervisor,Finance,Commercial,117,92,24,10,ENFP,CS,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3,9,5,1,8,8,3,7,9,9,8,2,8,5,4,9,3,7,2,9
EMP101669,Dimas Rahmawati,41,3,0,Others,IV,SMA,Psychology,Data Analyst,IT,Technology,130,84,24,10,ISFP,SI,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,,3.0,3,9,3,4,6,3,3,8,6,5,4,null,3,null,8,5,1,5,null,8
EMP101670,Mahendra Erlangga Lukman,48,3,0,Others,IV,SMA,Business,Finance Officer,Finance,HR & Corp Affairs,92,40,19,8,ISFJ,SC,2.0,,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,3,4,8,9,null,1,3,3,1,1,1,7,4,6,8,1,8,4,4,6
EMP101671,Fitri Ramadhan,47,2,0,Others,IV,S2,Statistics,Brand Executive,HR,Technology,126,93,17,2,ESFJ,DI,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3,4,2,1,8,7,4,9,8,2,5,9,3,2,1,2,6,4,5,5
EMP101672,Iman Hasibuan,52,3,0,Others,V,S1,Design,Data Analyst,Operations,Commercial,90,97,37,6,,SI,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,2.0,4.0,2,null,2,7,6,null,4,null,5,3,5,6,3,null,2,8,8,9,8,7
EMP101673,Bayu Salsabila,41,1,0,Others,III,S1,Business,Brand Executive,IT,Technology,118,30,21,3,ESTP,IC,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,null,8,4,5,6,1,5,5,2,5,4,1,6,9,8,4,3,4,9,2
EMP101674,Ahmad Lestari,78,3,0,Others,III,D3,Psychology,Sales Supervisor,Marketing,Commercial,null,39,null,6,ISTJ,SD,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4,2,4,3,5,9,9,3,2,6,6,8,null,5,5,null,null,3,4,3
EMP101675,Mahendra Indrawan,43,5,1,High Performer,IV,S2,Design,HRBP,Finance,Technology,null,35,27,9,ENTP,DC,5.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,,2,1,5,3,4,9,4,8,null,8,6,4,5,3,7,1,7,9,7,9
EMP101676,Andi Pamungkas,20,4,0,Others,III,S1,Economics,Supply Planner,Operations,Commercial,125,99,23,10,ENTJ,DC,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5,5,9,8,1,9,null,7,1,9,4,3,4,1,6,3,5,9,null,2
EMP101677,Sari Baskara Lestari,89,3,0,Others,III,SMA,Statistics,Brand Executive,Marketing,HR & Corp Affairs,null,71,null,10,ESFJ,DI,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,null,7,8,1,1,8,6,2,1,6,9,5,8,6,6,7,7,9,9,5
EMP101678,Arif Indrawan,26,3,0,Others,IV,S1,Economics,Finance Officer,Operations,Commercial,125,89,30,7,ENFP,CI,2.0,4.0,3.0,,3.0,3.0,3.0,2.0,3.0,4.0,9,null,2,8,5,5,5,4,3,3,9,null,1,2,4,5,8,3,7,3
EMP101679,Dinda Rohman,52,3,0,Others,IV,S1,Economics,Finance Officer,Marketing,HR & Corp Affairs,null,80,null,6,,DS,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,5,5,3,5,9,9,4,5,7,null,3,2,null,7,9,3,4,3,6,9
EMP101680,Zaki Santoso,26,3,0,Others,III,S1,Psychology,Data Analyst,Marketing,HR & Corp Affairs,null,32,null,9,,DC,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,6,1,8,null,8,null,6,6,5,5,8,7,null,9,8,6,3,6,2,1
EMP101681,Oktavia Fadillah Firmansyah,49,4,0,Others,III,SMA,Statistics,Finance Officer,Operations,Commercial,115,85,24,1,ENFJ,,4.0,4.0,99.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,8,5,4,null,3,2,2,1,3,8,4,6,5,9,8,2,6,9,4,1
EMP101682,Ayu Adi Putra,72,3,0,Others,IV,S2,Economics,HRBP,IT,HR & Corp Affairs,98,58,29,9,INFJ,CI,,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6,null,7,5,9,7,8,9,6,null,8,4,9,9,4,1,4,1,4,5
EMP101683,Ahmad Firmansyah,27,4,0,Others,V,D3,Psychology,Finance Officer,Finance,HR & Corp Affairs,82,97,22,1,INTP,CS,4.0,4.0,3.0,99.0,3.0,5.0,4.0,4.0,,4.0,8,null,8,9,3,2,3,9,4,4,4,null,6,9,null,1,2,null,4,7
EMP101684,Bella Utama Ramadhan,98,5,1,High Performer,IV,SMA,Design,Brand Executive,Finance,Technology,90,63,27,1,ENTP,IC,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4,6,8,9,7,6,null,9,6,9,1,6,2,3,5,5,2,5,6,8
EMP101685,Zahra Saputra,71,3,0,Others,V,S1,Design,Finance Officer,Marketing,HR & Corp Affairs,null,56,null,2,ESFP,,2.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,null,9,2,5,3,2,8,8,2,7,7,5,7,6,6,3,5,4,4,1
EMP101686,Prasetyo Suharto,56,5,1,High Performer,V,SMA,Design,Brand Executive,HR,Commercial,132,92,38,1,ENFP,SI,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,7,2,6,2,9,1,1,5,4,9,1,5,4,2,6,null,8,8,8,8
EMP101687,Rizka Wijaya Gunawan,68,3,0,Others,IV,S2,Statistics,Sales Supervisor,Marketing,HR & Corp Affairs,null,65,null,4,ENTP,SI,,2.0,4.0,2.0,,3.0,3.0,3.0,3.0,2.0,4,1,1,8,4,9,1,9,2,1,8,5,4,7,1,1,3,null,8,4
EMP101688,Intan Santoso,67,1,0,Others,V,S2,Engineering,Brand Executive,Operations,Technology,121,69,19,5,INFP,SC,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,4,8,3,2,3,4,1,9,1,4,9,1,3,4,null,6,8,8
EMP101689,Rendra Yudhistira Suharto,79,3,0,Others,IV,S1,Economics,Supply Planner,IT,HR & Corp Affairs,93,46,27,7,INTP,SC,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4,7,4,2,8,6,5,5,1,7,8,2,5,4,8,4,9,9,1,5
EMP101690,Utami Gunawan,27,3,0,Others,III,D3,Design,HRBP,IT,Commercial,95,42,24,8,ENTP,SD,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,,3,1,9,1,3,7,9,1,3,8,1,4,2,8,5,6,3,8,5,2
EMP101691,Nabila Siregar,55,3,0,Others,V,S2,Engineering,Data Analyst,Marketing,Technology,null,70,null,9,ISTJ,SI,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,6,1,8,1,null,9,null,7,7,null,7,1,8,3,4,8,7,null,8,9
EMP101692,Cahyo Aji Sinaga,35,3,0,Others,III,SMA,Statistics,Sales Supervisor,Finance,Commercial,92,58,32,4,INFP,SI,3.0,4.0,,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3,8,3,2,6,1,1,6,5,5,7,8,2,null,6,5,7,4,9,1
EMP101693,Hadi Kurniawan,59,4,0,Others,IV,SMA,Psychology,Brand Executive,Operations,Commercial,140,68,33,5,ENTP,IC,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,4,7,2,2,3,1,7,2,8,4,null,6,8,1,5,4,7,9,6,null
EMP101694,Intan Kusuma Wijaya,41,3,0,Others,IV,D3,Psychology,Supply Planner,IT,Technology,104,35,25,9,INTP,ID,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,,null,4,4,8,9,3,6,7,null,8,4,3,6,1,3,5,5,8,8,9
EMP101695,Rama Nabila Ridwan,65,1,0,Others,IV,S2,Business,Finance Officer,HR,HR & Corp Affairs,95,26,25,5,ESFP,CS,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,9,6,1,2,7,4,6,3,6,2,null,9,4,9,6,null,5,4,8,8
EMP101696,Budi Lestari,43,3,0,Others,IV,S1,Economics,Finance Officer,IT,Technology,110,71,22,10,ENFP,SC,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,9,4,3,4,1,7,1,3,7,9,8,7,3,6,6,8,6,2,7
EMP101697,Nadia Pamungkas,52,2,0,Others,V,S1,Statistics,Data Analyst,Finance,Technology,97,67,38,7,ENTP,CD,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1,1,8,6,3,3,2,2,9,1,3,4,2,null,6,8,5,5,3,3
EMP101698,Adit Yudhistira Pratama,56,1,0,Others,IV,D3,Statistics,HRBP,Finance,Technology,null,65,28,8,INTJ,SI,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,9,1,3,6,2,4,9,7,2,2,5,1,6,null,5,1,3,1,3,9
EMP101699,Zaki Baskara Rahmawati,34,4,0,Others,IV,S1,Engineering,HRBP,Operations,Commercial,80,95,27,3,ENFJ,SC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,8,2,7,3,1,4,8,3,1,1,2,5,2,null,4,8,1,8,7,9
EMP101700,Nabila Indrawan,101,5,1,High Performer,V,SMA,Engineering,Sales Supervisor,Operations,HR & Corp Affairs,null,88,41,8,ESTP,DC,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,8,9,7,5,1,3,3,1,2,3,3,1,2,null,6,9,4,4,2,3
EMP101701,Mahendra Saputra Herlambang,133,3,0,Others,IV,S2,Statistics,Brand Executive,IT,Commercial,125,85,27,2,ENTP,CS,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1,3,1,6,8,null,6,9,4,3,5,6,null,4,3,7,6,5,2,5
EMP101702,Fitri Mahardika Gunawan,23,3,0,Others,V,S1,Psychology,Brand Executive,Finance,Technology,108,74,34,2,INFP,CS,,3.0,3.0,3.0,3.0,3.0,,4.0,,,4,2,8,7,3,3,null,1,9,1,5,8,5,7,6,7,2,1,5,7
EMP101703,Ayunda Hasibuan,1,3,0,Others,V,D3,Design,HRBP,Operations,Technology,112,21,22,7,ISTJ,SI,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,null,2,4,2,5,8,6,8,5,null,5,null,1,5,5,1,1,1,6,5
EMP101704,Novi Ramadhan,17,2,0,Others,V,D3,Statistics,HRBP,IT,Commercial,103,27,27,9,,DS,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,6,3,8,6,9,7,2,null,6,4,4,2,4,6,9,8,2,4,3,1
EMP101705,Lestari Purnama,64,3,0,Others,III,D3,Business,HRBP,HR,HR & Corp Affairs,83,27,13,5,INFP,,3.0,3.0,2.0,,3.0,3.0,2.0,3.0,3.0,2.0,1,null,5,4,7,2,4,1,5,5,5,8,4,4,null,3,7,7,2,3
EMP101706,Lestari Utama Santoso,56,4,0,Others,IV,S1,Economics,Sales Supervisor,Marketing,Technology,null,70,null,6,ESTP,DI,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,1,1,8,2,null,7,4,5,8,5,1,7,1,null,5,1,2,8,4
EMP101707,Hana Maulida,55,2,0,Others,V,S2,Psychology,Data Analyst,R&D,HR & Corp Affairs,136,27,32,7,INFJ,CI,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,,7,1,4,4,3,2,7,3,1,2,5,3,8,4,7,3,null,9,6,9
EMP101708,Rani Anugrah Maulana,6,4,0,Others,IV,D3,Engineering,Sales Supervisor,Finance,Commercial,106,76,32,8,INFP,CI,3.0,,3.0,4.0,4.0,4.0,,5.0,3.0,,2,2,6,4,6,7,1,7,4,5,1,1,6,8,6,8,9,null,2,1
EMP101709,Dinda Ginting,25,2,0,Others,V,D3,Economics,Data Analyst,HR,HR & Corp Affairs,140,78,33,8,INTJ,SI,1.0,2.0,2.0,3.0,,1.0,3.0,2.0,2.0,3.0,7,6,null,1,9,6,9,4,2,9,null,2,2,5,2,5,6,1,2,7
EMP101710,Arif Anggara,128,4,0,Others,III,SMA,Engineering,Sales Supervisor,HR,Technology,99,90,25,10,ENFJ,CS,5.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,null,3,2,null,1,7,null,6,2,2,6,4,6,1,7,4,2,5,5,3
EMP101711,Lestari Saputra Gunawan,51,1,0,Others,IV,SMA,Statistics,Finance Officer,R&D,HR & Corp Affairs,104,94,30,8,,IC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2,5,2,1,9,5,null,2,4,4,5,8,2,7,2,8,null,null,4
EMP101712,Luthfi Nugroho,42,5,1,High Performer,III,S2,Business,Data Analyst,Finance,Technology,138,82,25,6,INFP,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2,6,9,9,7,5,4,6,6,3,5,8,2,5,5,1,8,7,4,7
EMP101713,Nabila Yudhistira Kusuma,69,4,0,Others,III,SMA,Design,HRBP,Operations,Commercial,94,37,30,5,,IS,4.0,5.0,5.0,4.0,4.0,,4.0,5.0,4.0,3.0,8,9,2,7,9,8,4,7,9,9,6,6,7,null,4,9,4,2,2,1
EMP101714,Bella Setiawan,52,4,0,Others,IV,S1,Business,Sales Supervisor,R&D,Technology,120,52,23,3,INFP,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4,4,2,1,3,3,7,1,4,8,null,9,7,9,2,3,6,null,9,5
EMP101715,Ayunda Rahmawati,61,4,0,Others,IV,S2,Business,HRBP,Marketing,Commercial,null,25,null,10,ENFJ,CI,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,6,4,1,7,7,9,null,null,1,6,4,4,4,9,null,5,7,6,1,8
EMP101716,Kartika Handayani,126,4,0,Others,III,S1,Economics,Brand Executive,Operations,Technology,137,38,17,7,ISTJ,DS,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,8,2,2,1,8,4,5,5,3,7,null,5,4,5,5,null,9,3
EMP101717,Fitri Zulfikar,28,2,0,Others,IV,S2,Business,Data Analyst,Finance,HR & Corp Affairs,139,78,32,5,ESFP,,2.0,,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,4,null,9,8,2,2,6,8,1,2,4,2,2,8,7,8,9,8,7,6
EMP101718,Intan Kurniawan,28,5,1,High Performer,IV,S1,Business,HRBP,IT,HR & Corp Affairs,91,39,25,2,ENFP,CS,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,9,3,null,5,4,7,1,5,3,8,7,1,4,null,5,3,7,8,7,7
EMP101719,Hadi Yudhistira Yulianto,61,3,0,Others,IV,SMA,Design,HRBP,R&D,HR & Corp Affairs,null,57,32,3,ENTJ,DC,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,8,2,3,2,6,2,4,6,4,3,null,2,4,5,6,8,6,5,8,5
EMP101720,Teguh Dharma Wijaya,48,4,0,Others,V,S2,Engineering,Data Analyst,Operations,HR & Corp Affairs,117,53,16,10,ESFP,CI,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3,2,4,9,8,2,4,1,3,2,1,8,9,9,8,4,6,3,8,9
EMP101721,Julia Halim Suharto,35,3,0,Others,IV,D3,Statistics,Supply Planner,IT,Commercial,113,44,20,10,ISTJ,IC,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5,3,4,6,3,7,9,5,2,7,6,3,null,4,3,7,9,1,8,9
EMP101722,Dian Indrawan,46,3,0,Others,IV,SMA,Design,Finance Officer,IT,Commercial,92,45,31,2,ESFJ,CI,4.0,4.0,4.0,3.0,3.0,,3.0,2.0,3.0,2.0,null,7,3,null,9,null,7,7,null,4,6,1,7,4,null,1,5,9,1,8
EMP101723,Satya Rohman,39,4,0,Others,III,S1,Engineering,Brand Executive,R&D,Commercial,138,28,27,7,INTP,IC,4.0,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5,null,3,null,1,5,2,6,4,4,5,4,7,7,7,null,9,1,8,9
EMP101724,Dwi Tri Subekti,2,4,0,Others,V,D3,Business,Data Analyst,Operations,Technology,82,75,12,9,ESTJ,CI,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4,3,3,1,1,3,9,4,null,3,9,5,9,null,6,1,2,9,7,2
EMP101725,Bayu Ganesha Ananda,29,2,0,Others,IV,SMA,Business,Finance Officer,IT,HR & Corp Affairs,103,50,30,9,INFJ,CS,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,8,6,2,6,6,4,6,5,null,7,1,6,1,1,7,9,2,7,1,3
EMP101726,Dimas Anggara,80,4,0,Others,III,S1,Psychology,HRBP,IT,Commercial,120,55,30,4,ENFJ,SD,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,2,6,1,2,2,6,7,7,null,null,4,4,3,7,2,2,4,null,2,5
EMP101727,Rendra Kusuma Subekti,26,4,0,Others,III,S1,Design,HRBP,Marketing,Technology,null,77,null,5,ISFJ,IC,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,3,4,1,3,6,null,2,9,9,1,1,5,2,null,7,2,3,null,null,3
EMP101728,Hana Ganesha Pradana,56,1,0,Others,III,D3,Psychology,Brand Executive,Finance,Technology,null,38,20,8,ISFJ,DI,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2,6,8,9,3,7,1,4,3,7,8,1,6,9,5,3,4,null,4,6
EMP101729,Oktavia Wijaya,32,1,0,Others,IV,SMA,Engineering,Sales Supervisor,R&D,Technology,116,26,19,6,ISFP,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,7,8,8,4,2,null,9,2,9,6,3,null,3,6,1,2,1,3,7,8
EMP101730,Indra Salsabila,38,3,0,Others,IV,SMA,Business,Supply Planner,IT,Commercial,115,23,27,5,ISFP,CI,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4,8,1,8,1,8,7,4,5,null,8,6,5,2,9,4,7,3,8,8
EMP101731,Fajar Rohman,85,3,0,Others,V,SMA,Statistics,Finance Officer,HR,Commercial,123,45,21,5,ISFP,DI,3.0,,,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2,8,8,4,1,1,null,1,8,null,5,8,1,8,7,1,2,9,null,5
EMP101732,Oka Siregar,47,3,0,Others,IV,S2,Engineering,Sales Supervisor,Operations,HR & Corp Affairs,89,55,20,8,,DI,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,6,4,2,6,9,3,8,6,2,5,4,8,8,2,6,4,null,6,4,1
EMP101733,Galih Yudhistira Situmorang,23,1,0,Others,IV,D3,Psychology,Finance Officer,Marketing,HR & Corp Affairs,null,64,null,2,ISTJ,SC,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9,3,9,5,7,1,8,8,3,6,7,2,null,9,5,2,8,4,5,1
